gene_id	gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000028527	Ak4	626.3202859122963	1.9413207320386183	0.10193492141646807	6.315239632343147e-82	5.573384717884956e-79
ENSMUSG00000024206	Rfx2	1272.6973306259786	1.8447474323649222	0.09733650754173705	3.5761934717325006e-81	2.9807572586890393e-78
ENSMUSG00000031328	Flna	3027.462243242054	-1.3331277636772756	0.07153115088822465	8.876045806221628e-79	7.008806064775951e-76
ENSMUSG00000068220	Lgals1	2086.4647380615484	-1.389508840366632	0.07549603436562073	6.638969438795985e-77	4.980222924512808e-74
ENSMUSG00000031972	Acta1	395.6167765415271	-2.2056296549348753	0.12031349296077327	3.300360247626883e-76	2.3578716569117203e-73
ENSMUSG00000030798	Cd37	396.8281772242577	3.0478848442983812	0.16789414824429075	1.1219339003300459e-75	7.651079230296218e-73
ENSMUSG00000021848	Otx2	499.6709397677122	2.629774750640108	0.14455700914673175	1.8410310597444621e-75	1.2009125647541812e-72
ENSMUSG00000021196	Pfkp	596.2499332402397	2.1762164744915973	0.12043332264736677	4.1154192368665355e-74	2.572651450446193e-71
ENSMUSG00000036390	Gadd45a	1955.0449044516336	1.2381818164092786	0.06884649379506358	1.486979207372188e-73	8.923659619281974e-71
ENSMUSG00000030352	Tspan9	1917.869658546565	-1.2288047005428464	0.06917820372249994	8.000545462299033e-72	4.616622445033554e-69
ENSMUSG00000023092	Fhl1	505.36661317937205	-1.7182501431117638	0.09721942381436455	5.044949838122398e-71	2.803310460050012e-68
ENSMUSG00000024691	Fam111a	274.2290319105199	-2.3495956564248806	0.13331817344366065	9.20804529945184e-71	4.933867986702713e-68
ENSMUSG00000020661	Dnmt3a	1090.4588634471293	1.4838969924680676	0.0855318925196374	1.1765062162595691e-68	6.086594056049074e-66
ENSMUSG00000018217	Pmp22	501.67672746732234	-1.76481116425582	0.1028965809195384	4.8427978958901376e-67	2.421883227734658e-64
ENSMUSG00000048878	Hexim1	1028.6414168112672	1.5661600698496927	0.09192787231893877	2.7864965118783914e-66	1.3485744247648873e-63
ENSMUSG00000067786	Nnat	1906.4412973822598	-2.222741113791612	0.13154584406183464	3.2911807528474524e-65	1.5430495260928228e-62
ENSMUSG00000030770	Parva	335.15499208362996	-2.0278570763255823	0.12035225777193934	8.857900137413586e-65	4.027123507927758e-62
ENSMUSG00000032060	Cryab	2018.8940676931013	-1.7165856758476252	0.10213162140296736	1.6130807316058622e-64	7.117955945965515e-62
ENSMUSG00000051397	Tacstd2	224.22632603045514	-2.583902012622336	0.15517259221080365	9.963700240953013e-64	4.271011277571944e-61
ENSMUSG00000031503	Col4a2	375.5332317985655	-1.933196562571704	0.1173640016742343	4.9571879844739195e-62	2.065908092529506e-59
ENSMUSG00000014599	Csf1	334.19519158183016	-1.8805270080707013	0.11419434180676753	5.245580516165923e-62	2.1270120130820904e-59
ENSMUSG00000002602	Axl	311.0906333499675	-2.0734447906507514	0.1273010535918528	9.748038597437273e-61	3.8486795546671425e-58
ENSMUSG00000069833	Ahnak	583.8496640499254	-1.4952895723581785	0.09236405219584004	3.551768505446277e-60	1.366338022748987e-57
ENSMUSG00000023039	Krt7	295.2747233713306	-2.291910150018874	0.14258809883578505	2.4230591901861798e-59	9.088289257590813e-57
ENSMUSG00000020415	Pttg1	1277.4553105318926	-1.2788142830376306	0.08016321448100519	1.5306515260302452e-58	5.601064596349212e-56
ENSMUSG00000033149	Phldb2	780.2237528816381	-1.921619434517627	0.12056952041596816	2.9100588353628616e-58	1.0395145882606908e-55
ENSMUSG00000022500	Litaf	548.1836148492523	-1.6428142800359065	0.10401025170587072	2.326762511113358e-57	8.118236733542723e-55
ENSMUSG00000030208	Emp1	626.3004846768725	-1.4248179307785316	0.09113290266315777	2.3711159930116096e-56	8.084966646171177e-54
ENSMUSG00000004665	Cnn2	868.1185475824265	-1.5409796141423004	0.0988061542130138	4.762440414742504e-56	1.5877976342751507e-53
ENSMUSG00000029372	Ppbp	103.67140044321144	-3.8107618985760983	0.2511036321901962	2.6083972227151317e-55	8.507344246172852e-53
ENSMUSG00000031951	Tmem231	759.5699771029513	1.6963160912257735	0.11036827092756794	1.8995776649915602e-54	6.063694405929443e-52
ENSMUSG00000005124	Ccn4	739.6676319448371	-2.114152659090292	0.1377657549499767	2.9096241670905065e-54	9.094394037262265e-52
ENSMUSG00000004044	Cavin1	475.85443272829025	-1.828909907165531	0.1194329233851467	5.037735905741102e-54	1.542472485588444e-51
ENSMUSG00000027770	Dhx36	254.32047960276836	-1.9721338839873122	0.13052538211696435	1.1688894247680938e-52	3.5073696079591426e-50
ENSMUSG00000038894	Irs2	310.14557999767595	-1.689457826396428	0.11259561345365254	4.9121838615135325e-52	1.4450489112605398e-49
ENSMUSG00000023906	Cldn6	4570.118394541733	-1.563779543697366	0.10503051825400485	2.439029429311364e-51	7.037068947684306e-49
ENSMUSG00000029761	Cald1	895.672262411309	-1.4791079183161187	0.09968397060391135	4.810858606548533e-51	1.3618360693216537e-48
ENSMUSG00000091243	Vgll3	172.8838661016203	-2.266209798838878	0.15351782250608723	1.6360950414383745e-50	4.545617390129617e-48
ENSMUSG00000021823	Vcl	665.5314611656477	-1.3461533812469575	0.09196559980239435	8.853753081610846e-50	2.4151428633346823e-47
ENSMUSG00000046323	Dppa3	253.13617194038017	2.460846754975542	0.169442149142046	3.774082470326244e-49	1.011117130398297e-46
ENSMUSG00000066705	Fxyd6	258.0382796606993	-1.7677291417465757	0.12262427191665282	3.149356841466682e-48	8.289438717986777e-46
ENSMUSG00000047261	Gap43	340.32440172028976	-1.6341530998354024	0.11380517417272412	6.266711365167911e-48	1.621025355372658e-45
ENSMUSG00000031950	Gabarapl2	3128.558362962944	1.0216298606559353	0.07110194575753523	6.642003957843999e-48	1.688982803042941e-45
ENSMUSG00000042625	Safb2	733.3946237223571	1.4518548656746082	0.1013599281822315	8.78984709536196e-48	2.197901266195258e-45
ENSMUSG00000017493	Igfbp4	515.7489810084473	-2.3906980901564077	0.1672377049366458	1.1810288016494938e-47	2.904750018220878e-45
ENSMUSG00000031502	Col4a1	370.32439787858675	-1.724225006805748	0.12154809042468025	8.272076095018201e-47	2.001708994412227e-44
ENSMUSG00000034675	Dbn1	516.8492607501173	-1.565865249674821	0.11061067909274586	1.0607650258591303e-46	2.5261361401531003e-44
ENSMUSG00000029648	Flt1	160.19566538475235	-2.220421121010851	0.15722315913067486	1.843439072721986e-46	4.3214244387574934e-44
ENSMUSG00000090841	Myl6	10458.805571657138	-1.1431524410818557	0.08112029837702754	2.7659719823936905e-46	6.384288869515775e-44
ENSMUSG00000031799	Tpm4	2486.786950824074	-1.521942676160468	0.1086128508578472	7.791154674225996e-46	1.771071114809282e-43
ENSMUSG00000018648	Dusp14	528.9240210139338	-1.8332321213107272	0.13082698342546473	1.0355449099335268e-45	2.3188478035421946e-43
ENSMUSG00000040322	Slc25a24	332.1140038551471	-1.7851216524901325	0.12783172905676113	1.9728498817797316e-45	4.35274511416784e-43
ENSMUSG00000020044	Timp3	230.74856463855457	-2.069237277982753	0.1488712414163632	4.972372685712399e-45	1.0811667739672915e-42
ENSMUSG00000049866	Arl4c	600.230454268479	-1.5665939857558109	0.11328218630456495	1.0577119304756595e-44	2.2669788704180457e-42
ENSMUSG00000015932	Dstn	3216.3207479831012	-1.1055613656653234	0.08003323035375351	1.4588963670396072e-44	3.0827918584077783e-42
ENSMUSG00000033306	Lpp	1089.8133769893052	-1.4153547569149156	0.10318246613269051	4.4402462620095246e-44	9.252363148462346e-42
ENSMUSG00000026235	Epha4	309.73221079593935	1.6270794696690338	0.11888437978453145	8.116946183104649e-44	1.6681992271934118e-41
ENSMUSG00000020023	Tmcc3	260.92425649653495	-1.6947503877279544	0.12395287336489669	1.0501654638270175e-43	2.1291395207833437e-41
ENSMUSG00000019647	Sema6a	639.9087557047789	-1.3630900529831822	0.0998951034880116	1.1768529601675209e-43	2.3541766615191086e-41
ENSMUSG00000022283	Pabpc1	7599.0407412230325	-0.8374030460085116	0.06116774928035216	1.275066041726529e-43	2.5170810294767257e-41
ENSMUSG00000018604	Tbx3	558.152871368991	1.2563573320535895	0.09226411367656402	1.800606924536259e-43	3.5083773621840896e-41
ENSMUSG00000024048	Myl12a	5036.175805932119	-1.1219904109827967	0.08245659925599609	2.4482461054115567e-43	4.709107220447382e-41
ENSMUSG00000004151	Etv1	242.2726482184879	1.8037040660263872	0.1326127378795043	3.047493917438547e-43	5.787538132067154e-41
ENSMUSG00000024190	Dusp1	948.2821937020921	-1.1638831631872937	0.08568533896213176	3.1722758744107386e-43	5.949206867973039e-41
ENSMUSG00000019851	Perp	400.27047693209715	-1.4613410738240724	0.10799664914619068	5.782443082606656e-43	1.0710369576339218e-40
ENSMUSG00000095180	Rhox5	475.8250537261728	1.645495055673699	0.12154595107249666	6.275275454814695e-43	1.1481458249827424e-40
ENSMUSG00000021493	Pdlim7	764.3233080296803	-1.4217908518794709	0.10540508252815481	1.0077441795916839e-42	1.8215886658330161e-40
ENSMUSG00000021701	Plk2	519.3147434864352	-1.2860802544751508	0.09597770990355227	3.370478383723965e-42	6.019915141786982e-40
ENSMUSG00000018572	Phf23	833.1273561227788	1.1501948613261659	0.08604256354215398	5.99840077104727e-42	1.058753020800261e-39
ENSMUSG00000026879	Gsn	1760.2902281374695	-1.882544175257597	0.14301837042520094	1.1410062950806096e-40	1.9905252843133009e-38
ENSMUSG00000054889	Dsp	988.8573912025807	-1.6749319770829747	0.1274554325007626	1.316061680348395e-40	2.2695256770421804e-38
ENSMUSG00000070436	Serpinh1	1377.6792800588885	-1.038990722946052	0.07902631226732731	1.3796092513498615e-40	2.3520769997729515e-38
ENSMUSG00000043535	Setx	1231.9331103825584	1.122428634428414	0.0856015053283442	1.8820081005239864e-40	3.1725581496810524e-38
ENSMUSG00000036856	Wnt4	155.39542198452364	-2.0719754860107504	0.15814324688312245	2.4547236187108236e-40	4.092024272390943e-38
ENSMUSG00000060802	B2m	344.02055058153815	-1.6201671223042042	0.1250519550878934	1.4139875472965918e-39	2.3312148540759082e-37
ENSMUSG00000034391	Fbxo15	2137.457651568945	1.1661604422381469	0.09016596368681566	1.8261552329402055e-39	2.9780224956306417e-37
ENSMUSG00000041959	S100a10	2526.7151732110765	-1.0334137001612438	0.08033508418087106	5.690178746127393e-39	9.17954319657519e-37
ENSMUSG00000024074	Crim1	135.92695485964447	-2.188048408432519	0.17119847386563108	1.422894863007898e-38	2.2710310244369678e-36
ENSMUSG00000020122	Egfr	109.94388309535559	-2.2938201401601352	0.1802108611318562	2.3816766864823554e-38	3.761294244978398e-36
ENSMUSG00000049775	Tmsb4x	7270.056963141491	-1.0655056597103318	0.08388720623202926	4.3023545090726374e-38	6.723773406210081e-36
ENSMUSG00000020407	Upp1	400.46973930878755	1.658584281663411	0.13119444668723765	8.313509491169786e-38	1.2858513700620651e-35
ENSMUSG00000029817	Tra2a	698.1459413008412	1.325823827045329	0.10522490611928802	1.1540932101892216e-37	1.7668224931090706e-35
ENSMUSG00000048583	Igf2	3182.3679441831277	-0.9831876485788682	0.07795338715461544	1.5668382895096707e-37	2.3744722078296553e-35
ENSMUSG00000027907	S100a11	1802.8118172157226	-1.6747957474617732	0.13323821071246114	2.1092004163603106e-37	3.164433384665374e-35
ENSMUSG00000026604	Ptpn14	644.8383724644949	-1.1107280498513783	0.08938850909204764	1.2937719604097887e-36	1.921827794260204e-34
ENSMUSG00000036894	Rap2b	2642.69609456339	-0.9726987909950489	0.07845561369878809	2.3704086901614345e-36	3.486592311616863e-34
ENSMUSG00000028063	Lmna	370.4625696211168	-1.623887188007486	0.13191360758502052	5.156768307519948e-36	7.511358729875901e-34
ENSMUSG00000053819	Camk2d	160.2662553849798	-1.7829897045768426	0.14513209590495754	8.073166003261366e-36	1.1646318225666373e-33
ENSMUSG00000026922	Agpat2	706.3122116208334	1.2681412913725212	0.10359436306988895	1.0466441899545434e-35	1.4955050268464775e-33
ENSMUSG00000043629	1700019D03Rik	545.066240291992	1.1470249449779628	0.09397985152072552	1.8814666173016477e-35	2.662985250884587e-33
ENSMUSG00000032494	Tdgf1	1326.0802918482125	0.930644194679523	0.07610857360588479	2.1036351387897175e-35	2.9496110268469283e-33
ENSMUSG00000055980	Irs1	233.8969695913241	-2.192413585093501	0.17981109965923836	2.247761129671589e-35	3.122514835968782e-33
ENSMUSG00000063531	Sema3e	156.66960921554318	-1.809816578613445	0.14876790627957173	3.579885656224677e-35	4.9274334403980575e-33
ENSMUSG00000026564	Dusp27	299.6370072830231	1.688029326296362	0.1391271039878754	4.839590387711852e-35	6.600761326076448e-33
ENSMUSG00000054727	1700013H16Rik	116.8131740434261	2.424776364000053	0.20131164517392808	9.151297199483193e-35	1.2369091160706878e-32
ENSMUSG00000027804	Ppid	907.687789879184	-1.0049639018354464	0.08320170777687945	1.1385791363572034e-34	1.52518774846135e-32
ENSMUSG00000009772	Nuak2	150.89923252048143	-1.9033294794213016	0.15774640005074317	1.2448662260091065e-34	1.6528077866207633e-32
ENSMUSG00000022443	Myh9	619.6726758840631	-1.1392073754467873	0.09454305496335995	1.269114381128227e-34	1.6702213210584905e-32
ENSMUSG00000066652	Lefty2	174.05380819650048	1.9745650089393958	0.16386330899579496	1.5023329967058792e-34	1.9599566912676788e-32
ENSMUSG00000007659	Bcl2l1	807.6649479300522	-1.137269749876891	0.09507142096852922	3.6580716293218004e-34	4.731211090923704e-32
ENSMUSG00000001349	Cnn1	218.69511437415267	-2.2336039676295116	0.18788284082024356	8.453096426680209e-34	1.0839470571750697e-31
ENSMUSG00000047714	Ppp1r2	1089.7708790834918	-0.8700491403485762	0.07325048712849941	1.606678747155216e-33	2.0427967155567548e-31
ENSMUSG00000019132	BC005537	869.1813332332358	1.0651293569518312	0.09022197907563968	2.701423072830977e-33	3.4058361648473234e-31
ENSMUSG00000051159	Cited1	160.81490000449236	-1.9142793912757152	0.1621879564782105	2.912770081016727e-33	3.641690793791163e-31
ENSMUSG00000005892	Trh	655.615675304002	1.5279713119876075	0.12986048566554884	3.413064406950631e-33	4.231917793180191e-31
ENSMUSG00000079584	Gm364	80.28785513839178	2.700310405609132	0.23118252819940144	3.54996149301648e-33	4.3655796950595285e-31
ENSMUSG00000026655	Fam107b	179.5498333042559	-1.6397300583762757	0.1396684723404038	5.152826832324804e-33	6.2851919484039866e-31
ENSMUSG00000024503	Spink1	84.90603049328321	-2.348501229172245	0.20141307650773374	1.0374388245927306e-32	1.2552173133358659e-30
ENSMUSG00000003541	Ier3	136.23566947526683	-1.9252824647045812	0.1648837213162297	1.291394372225679e-32	1.549983181320149e-30
ENSMUSG00000031310	Zmym3	445.9128423107987	1.2598303530343233	0.10850830638977756	2.0523652488121842e-32	2.4437806212642223e-30
ENSMUSG00000026773	Pfkfb3	168.44040006215096	-1.9730496554524692	0.16997247565845902	2.867000092955042e-32	3.3868978263468105e-30
ENSMUSG00000028464	Tpm2	190.31695101473733	-1.7835851962124603	0.15518820775944756	1.0404769368225691e-31	1.219552772121016e-29
ENSMUSG00000037411	Serpine1	618.6859976743291	-0.9653360643772112	0.08391002292675348	1.1165310765090515e-31	1.2985516078190155e-29
ENSMUSG00000064145	Arih2	935.4601734965183	0.9020684931706503	0.07836800038740346	1.1543805992942465e-31	1.3322440100931983e-29
ENSMUSG00000020911	Krt19	152.8620081178316	-1.878833954202359	0.16357117915530447	1.1735742073043544e-31	1.344056017724216e-29
ENSMUSG00000027230	Creb3l1	477.6889587157376	-1.2908121623786801	0.11294826480823256	1.6633007325012595e-31	1.8904924916451815e-29
ENSMUSG00000042207	Kdm5b	1697.9734376520973	0.8447404458801507	0.07366811587984293	2.061696302816863e-31	2.3256864384331876e-29
ENSMUSG00000041329	Atp1b2	343.30047224321436	1.610458666352176	0.1412896329623012	2.6754768308121172e-31	2.995535738259268e-29
ENSMUSG00000029695	Aass	274.6839308644386	2.0677175298170765	0.18131035373683646	2.896154678126911e-31	3.2185932322917073e-29
ENSMUSG00000028967	Errfi1	193.73534939489483	-1.5434397316162651	0.13557922398399105	2.9643001743863246e-31	3.2701026114939727e-29
ENSMUSG00000018076	Med13l	764.9060999746142	1.134977808191941	0.10021024639421383	6.380071807602663e-31	6.986877177333047e-29
ENSMUSG00000031207	Msn	1387.524337004891	-0.9487914603970585	0.08361146261540929	6.980323504581494e-31	7.588825618785229e-29
ENSMUSG00000048915	Efna5	175.23496827421715	-1.9136362890225984	0.1691036911879604	8.270540385873278e-31	8.926828590594014e-29
ENSMUSG00000036402	Gng12	193.96533439431607	-1.5707285583529127	0.13906723924037764	8.409711045114844e-31	9.012206772132715e-29
ENSMUSG00000029153	Ociad2	247.92726246983048	-1.361676260313417	0.1211341736805485	1.3838476342117489e-30	1.4724727699346714e-28
ENSMUSG00000028626	Col9a2	111.18263484826166	2.2027266078657153	0.1959397144212222	1.605388296694274e-30	1.6961718743171966e-28
ENSMUSG00000020644	Id2	343.7641068676144	-1.4643158676853316	0.1307081943218639	2.1934898966425998e-30	2.3013237006523725e-28
ENSMUSG00000003534	Ddr1	167.26435061907023	-1.6949848870290496	0.1518936428573395	4.359859491504579e-30	4.542428607711333e-28
ENSMUSG00000038059	Smim3	405.14334304599214	-1.0733890549173735	0.09632625484097487	5.607413573449311e-30	5.8019328167213805e-28
ENSMUSG00000068876	Cgn	182.22733612382842	-1.5635256448554944	0.14059737337254255	5.956338993657113e-30	6.120750268619019e-28
ENSMUSG00000024409	Psors1c2	643.7598508480702	1.4370431215005526	0.12971317354709838	8.728227584688919e-30	8.90813594918965e-28
ENSMUSG00000051379	Flrt3	129.51281316792674	-1.8655316378884519	0.16825704837138994	1.0780000719289137e-29	1.0927861539965873e-27
ENSMUSG00000028480	Glipr2	806.2841886078747	-1.5415230860340607	0.13940338707831432	1.175504773944987e-29	1.1836307465433987e-27
ENSMUSG00000020184	Mdm2	1169.0429881842658	-0.9285522259331453	0.08404803765951877	2.1203817767983812e-29	2.120805853153741e-27
ENSMUSG00000071658	Gng3	500.92991459804324	-1.2390931660756286	0.1127375755806986	2.4141462165463047e-29	2.39863812495657e-27
ENSMUSG00000047945	Marcksl1	23971.11803768971	-0.8243704824504214	0.07494113866141629	4.1054406084789793e-29	4.052231937434877e-27
ENSMUSG00000028937	Acot7	1147.244819572945	-0.990558792224567	0.09025760485804403	4.2747310983477636e-29	4.191751024085719e-27
ENSMUSG00000053931	Cnn3	2555.05032184384	-0.7227860103247271	0.06582328990013017	5.178863850688007e-29	5.0453567760955946e-27
ENSMUSG00000040857	Erf	336.23580438289537	1.4628208087325933	0.1340379194763296	5.503116625326923e-29	5.326661853534183e-27
ENSMUSG00000026479	Lamc2	362.3372801430933	-1.463157191382802	0.1341662219118093	6.005174339556386e-29	5.7753609369464395e-27
ENSMUSG00000037892	Pcdh18	77.80184962764918	-2.9312535016592856	0.27391924449463423	1.038950941010582e-28	9.92826813247246e-27
ENSMUSG00000023169	Slc38a1	995.4696893039992	-0.9508038324658719	0.0875010020760359	1.5160102189742998e-28	1.4395380579285707e-26
ENSMUSG00000025809	Itgb1	2699.5870578475	-1.1670288113008287	0.10788644349815633	1.773547469259048e-28	1.6734926214649998e-26
ENSMUSG00000033209	Ttc28	233.2909597825427	-1.508238891008953	0.13956518101422466	1.8209617133785372e-28	1.707493036613637e-26
ENSMUSG00000033658	Ddx19b	464.78220676724106	1.5545425403491109	0.14395887357896567	2.06336507137098e-28	1.9227742960111062e-26
ENSMUSG00000001864	Aif1l	256.996712193811	-1.3132245299596736	0.12224847272922965	3.5044065809444383e-28	3.245469872463544e-26
ENSMUSG00000021367	Edn1	75.87546921425547	-2.284756323612603	0.21273913258236893	3.6298287189423893e-28	3.3410012435762373e-26
ENSMUSG00000020717	Pecam1	479.23882476183644	1.3240039284150462	0.12377907332408411	5.723721206683515e-28	5.236157881943462e-26
ENSMUSG00000051495	Irf2bp2	391.4276869563443	-1.2954075587493492	0.12120527224369973	6.367237731221312e-28	5.789555617061415e-26
ENSMUSG00000026421	Csrp1	708.3503511765039	-1.3240900270212261	0.12403446646238708	7.202038359122498e-28	6.509167560356316e-26
ENSMUSG00000032531	Amotl2	2253.166197845806	-1.2233963142216977	0.11490530638164344	1.0435596421888172e-27	9.375164857340614e-26
ENSMUSG00000051236	Msrb3	90.94510561204157	-2.181887324578152	0.20480268450255448	1.0605840919616981e-27	9.471394721250808e-26
ENSMUSG00000054452	Tle5	1679.129710222846	1.0422229469684856	0.09797396101475957	1.5230677009949617e-27	1.3521056046170068e-25
ENSMUSG00000004455	Ppp1cc	3713.2905788433636	0.7119477657340639	0.06694690940195812	2.222632055642752e-27	1.961538160635777e-25
ENSMUSG00000032320	Rcn2	196.55216491360088	-1.3737928447859842	0.13001249901634665	2.2869199666475886e-27	2.0064713602113317e-25
ENSMUSG00000072419	Dppa2	4371.675766460385	0.7453647841875959	0.07016162168047936	2.538351786617042e-27	2.2141216194543887e-25
ENSMUSG00000014245	Pigl	308.1716670427334	1.4675571852466585	0.13961732223947962	4.233303385519755e-27	3.6712283637545014e-25
ENSMUSG00000048332	Lhfp	102.59017514035402	-2.02187731343084	0.1919598605666713	4.3905911624168316e-27	3.7857493798700987e-25
ENSMUSG00000027562	Car2	1312.662067382041	0.7985750973068617	0.07558777917418416	4.710953004863818e-27	4.0387673103983923e-25
ENSMUSG00000026305	Lrrfip1	334.15411498364705	-1.3662062794774719	0.1303055415428574	5.458320867783626e-27	4.652908407918053e-25
ENSMUSG00000006056	Calcoco2	440.43933277388857	1.284631219016126	0.12271299797883067	6.63145550543042e-27	5.621001522484327e-25
ENSMUSG00000002332	Dhrs1	302.33662431167096	-1.2405693094887147	0.11905455203368162	1.1417600734814998e-26	9.623497967664573e-25
ENSMUSG00000034855	Cxcl10	120.85378110948253	-2.157792372817664	0.20716426571911659	1.3489943273339554e-26	1.1306682621782868e-24
ENSMUSG00000028270	Gbp2	393.0717278553661	-1.4711315346726062	0.1419870956281388	2.059525277755172e-26	1.7166143190089355e-24
ENSMUSG00000024140	Epas1	148.2443012859991	1.700543451227314	0.16490044363234657	4.080694430703144e-26	3.382467322864048e-24
ENSMUSG00000036880	Acaa2	176.39108268854406	1.8497166416811988	0.17940180823929008	4.549568991071942e-26	3.7503947018160626e-24
ENSMUSG00000029512	Ulk1	1276.2790655667793	0.9660292376779537	0.09357217467567037	4.8227865279706954e-26	3.95389433219368e-24
ENSMUSG00000051579	Tceal8	1343.0597362991684	-0.7960408586433129	0.07698353225836407	5.00890274671356e-26	4.0841612993991056e-24
ENSMUSG00000035105	Egln3	211.51310470959984	-1.411652760349865	0.13770751251268296	6.301902751049866e-26	5.110672809405467e-24
ENSMUSG00000023393	Slc17a9	285.6847445399226	1.5114009578175276	0.147456396114035	6.699374322674935e-26	5.40380177220925e-24
ENSMUSG00000033737	Fndc3c1	95.28011025801364	-2.1005788457919046	0.20613067810372157	1.468445959823541e-25	1.1781334083012078e-23
ENSMUSG00000011257	Pabpc4	1401.6542370150619	-0.9190859515763372	0.0899681806141899	1.5985084805664733e-25	1.275660783720149e-23
ENSMUSG00000005054	Cstb	3322.819442042004	-0.8135649765427226	0.07986492830574039	2.428777132663871e-25	1.927986419119368e-23
ENSMUSG00000039910	Cited2	821.3037913836665	-0.9137873415721742	0.09003107484017994	3.1720941921364856e-25	2.50478574550651e-23
ENSMUSG00000024900	Cpt1a	208.345328050287	1.8084093899634022	0.17882370568362058	3.403001423775691e-25	2.6730487099951146e-23
ENSMUSG00000013076	Amotl1	480.6271565825558	-1.187206701535485	0.11764133479004513	3.620567140030303e-25	2.829133791764304e-23
ENSMUSG00000028435	Aqp3	134.60199557978663	1.8373880307773123	0.18181038454880097	3.68863283320428e-25	2.8673864454178144e-23
ENSMUSG00000039741	Bahcc1	207.5690819258378	-1.525508263476763	0.15129473734829293	3.735160076994171e-25	2.888587970883688e-23
ENSMUSG00000032602	Slc25a20	351.83854766470296	1.5363372171332546	0.15240488654379944	3.857039625314163e-25	2.9675469486455583e-23
ENSMUSG00000040264	Gbp2b	225.27841483667214	-1.4317341026697747	0.1422791540283464	4.357811690377803e-25	3.335726979119295e-23
ENSMUSG00000025374	Nabp2	921.4427986073734	-0.9599904599213239	0.09505466484719198	4.916498825952184e-25	3.744275730241656e-23
ENSMUSG00000050240	Hic2	650.0982143512858	0.9916073592676596	0.09874877345522498	8.344792377141502e-25	6.323076769406766e-23
ENSMUSG00000013089	Etv5	1052.154211233038	0.8540562445012342	0.08499624416836367	9.635024585412834e-25	7.264033862057726e-23
ENSMUSG00000072872	Rybp	1816.3285564854966	0.9303097684269942	0.09282847291156299	1.134243888746891e-24	8.508530531434803e-23
ENSMUSG00000059851	Kmt5c	181.4743780825461	1.5438631234215157	0.1556700734094398	2.005799945992487e-24	1.4971650044639442e-22
ENSMUSG00000039197	Adk	380.80181167780023	-1.215466023646427	0.1227556029413777	2.3866817016927734e-24	1.772642850024588e-22
ENSMUSG00000052852	Reep1	114.12382312021116	1.7555512760484095	0.17714338903344953	2.5366490193154517e-24	1.874746070777819e-22
ENSMUSG00000050271	Prag1	366.09967652534283	-1.0908381068102533	0.1101045403120202	2.6968978491851016e-24	1.9834097270256902e-22
ENSMUSG00000001473	Tubb6	921.0575053895242	-1.1972139864123308	0.1212654458287634	3.2500340019831175e-24	2.3785492747196443e-22
ENSMUSG00000067818	Myl9	62.86596658868398	-2.6140195912406643	0.2672332546603352	3.379808093015599e-24	2.461517515510341e-22
ENSMUSG00000020439	Smtn	305.8006425354021	-1.220829198517996	0.12408555867944021	4.440992853543827e-24	3.2187543855902434e-22
