entrez,n_g4,bucket,symbol,baseMean
11840,2,2,Arf1,2072.691159308042
11841,0,0,Arf2,839.1382593588803
11842,0,0,Arf3,2205.245384769964
11843,0,0,Arf4,1336.8641482590904
11844,29,4+,Arf5,135.93006925127216
118445,29,4+,Klf16,226.13120755463473
118446,6,4+,Gjc3,NA
118449,1,1,Synpo2,7.406383782220172
11845,0,0,Arf6,3119.9656691101154
118451,18,4+,Mrps2,1657.3075009670415
118452,0,0,Baalc,3.714910378956021
118453,1,1,Mmp28,NA
118454,22,4+,Gjc2,NA
11846,4,4+,Arg1,2.1189149318587504
11847,0,0,Arg2,28.720825044750853
11848,0,0,Rhoa,2427.113547150442
11852,0,0,Rhob,382.1044022480041
11853,1,1,Rhoc,338.7944325141363
11854,3,3,Rhod,79.43607462405276
11855,0,0,Arhgap5,807.895910129487
11856,0,0,Arhgap6,20.855765020832564
11857,0,0,Arhgdib,124.97617703240788
11858,2,2,Rnd2,338.33741066142477
11859,5,4+,Phox2a,16.265070233845403
11861,1,1,Arl4a,114.52174070761616
11863,0,0,Arnt,219.6813458702611
11864,0,0,Arnt2,27.944687281293465
11865,7,4+,Bmal1,NA
11867,0,0,Arpc1b,110.69083213169876
11870,0,0,Art1,1.624549394639757
11871,6,4+,Art2a,NA
11872,0,0,Art2b,NA
11875,0,0,Art5,1.5744086832550916
11876,15,4+,Artn,3.6123247069606697
11877,0,0,Arvcf,107.13706733798269
11878,0,0,Arx,NA
11881,0,0,Arsb,4.639104358703825
11883,18,4+,Arsa,17.5926980681484
11886,0,0,Asah1,69.46334596851644
11889,0,0,Asgr1,2.4860962424096553
11890,8,4+,Asgr2,3.704255250453467
11891,4,4+,Rab27a,61.63234789717364
11898,0,0,Ass1,900.2579335506466
11899,0,0,Astn1,1.625633775963177
11905,0,0,Serpinc1,5.4062376222092565
11906,7,4+,Zfhx3,550.4913916440134
11907,0,0,Ate1,151.95921858484505
11908,0,0,Atf1,499.52306980949345
11909,0,0,Atf2,1140.6955871374846
11910,0,0,Atf3,63.04213089714068
11911,6,4+,Atf4,1102.5744811644895
11920,4,4+,Atm,49.725458149789446
11921,0,0,Atoh1,3.8286664143155886
11922,0,0,Neurod6,NA
11923,1,1,Neurod4,NA
11924,6,4+,Neurog2,NA
11925,0,0,Neurog3,4.570078052173716
11927,7,4+,Atox1,1073.2688136770232
11928,10,4+,Atp1a1,543.8951607795376
11931,0,0,Atp1b1,848.5232056819854
11932,19,4+,Atp1b2,343.30047224321436
11933,0,0,Atp1b3,1178.9923208001276
11936,0,0,Fxyd2,4.786545355638116
11937,11,4+,Atp2a1,6.5203512492707345
11938,0,0,Atp2a2,4327.144941805305
11941,0,0,Atp2b2,2.5357538347305972
11944,5,4+,Atp4a,2.8908472045126454
11945,0,0,Atp4b,NA
11946,1,1,Atp5f1a,NA
11947,6,4+,Atp5f1b,NA
11949,6,4+,Atp5f1c,NA
11950,0,0,Atp5pb,NA
11951,0,0,Atp5mc1,NA
11957,0,0,Atp5pf,NA
11958,0,0,Atp5me,NA
11964,4,4+,Atp6v1a,1248.539175749524
11966,0,0,Atp6v1b2,1935.5705350344376
11972,0,0,Atp6v0d1,487.6053307699822
11973,0,0,Atp6v1e1,619.3657696377895
11974,8,4+,Atp6v0e,2187.606885444678
11975,6,4+,Atp6v0a1,161.7155251861355
11977,0,0,Atp7a,5.731911493863837
11979,0,0,Atp7b,4.680543083533073
11980,0,0,Atp8a1,46.86509992587827
11981,5,4+,Atp9a,34.68328876915286
11982,0,0,Atp10a,20.870788527957934
11983,0,0,Atp5if1,NA
11984,0,0,Atp6v0c,5618.646973118982
11987,0,0,Slc7a1,835.6658120194304
11988,0,0,Slc7a2,13.60618060522551
11989,0,0,Slc7a3,414.7117906473872
11990,4,4+,Atrn,112.10569999914745
11991,11,4+,Hnrnpd,3530.138689892252
11992,0,0,Auh,165.24114532736232
11993,23,4+,Aup1,160.53578999794087
11994,0,0,Pcdh15,NA
11997,0,0,Akr1b7,0.932011395167361
11998,4,4+,Avp,NA
12000,0,0,Avpr2,NA
12005,29,4+,Axin1,262.6119454443645
12006,8,4+,Axin2,72.69343045357937
12007,0,0,Azgp1,NA
12009,0,0,Cep131,19.686257113472447
12010,0,0,B2m,344.02055058153815
12012,0,0,Baat,2.192882714223951
12013,0,0,Bach1,196.833362556072
12014,37,4+,Bach2,79.78583004679494
12015,12,4+,Bad,62.83869724846266
12017,18,4+,Bag1,391.4068140958327
12018,0,0,Bak1,76.2229669362792
12020,0,0,Nkx3-2,NA
12021,0,0,Bard1,344.15029770217876
12022,0,0,Barx1,11.332808934171272
12023,0,0,Barx2,1.181181784722835
12028,1,1,Bax,195.8709757874737
12029,8,4+,Bcl6b,11.546978573628026
12032,0,0,Bcan,13.771677151124788
12033,0,0,Bcap29,89.94877429358328
12034,5,4+,Phb2,1833.569976661301
12035,9,4+,Bcat1,962.5202410886995
12036,24,4+,Bcat2,474.1502029268478
12038,0,0,Bche,4.597278467772741
12039,0,0,Bckdha,50.69050081097708
12040,0,0,Bckdhb,156.8090605055669
12041,2,2,Bckdk,197.33603587003657
12042,2,2,Bcl10,265.641830527068
12043,0,0,Bcl2,58.516883199195576
12044,0,0,Bcl2a1a,NA
12045,0,0,Bcl2a1b,NA
12046,2,2,Bcl2a1c,NA
12047,0,0,Bcl2a1d,NA
12048,0,0,Bcl2l1,807.6649479300522
12049,11,4+,Bcl2l10,1.7135336699776509
12050,0,0,Bcl2l2,10.929988322002435
12051,0,0,Bcl3,356.5610737810316
12053,2,2,Bcl6,12.840319646414828
12054,0,0,Bcl7b,270.5013746715907
12055,0,0,Bcl7c,229.2304024422954
12057,11,4+,Opn1sw,NA
12061,1,1,Bdkrb1,NA
12062,1,1,Bdkrb2,NA
12064,5,4+,Bdnf,22.28412610994071
12068,8,4+,Bet1,171.66726615996234
12069,0,0,Bex2,484.738129859647
12070,0,0,Bex3,13866.606382878072
12075,0,0,Bfsp1,3.0992767404968777
12091,0,0,Glb1,73.76434703723913
12095,4,4+,Bglap3,NA
12096,13,4+,Bglap,NA
12097,4,4+,Bglap2,NA
121021,8,4+,Cspg4,4.030057523884355
121022,0,0,Mrps6,177.06835970363926
12111,0,0,Bgn,22.86912476301055
12116,9,4+,Bhmt,5.679355328294111
12121,0,0,Bicd1,68.08859404871409
12122,9,4+,Bid,198.83461693570572
12123,18,4+,Hrk,9.859526496588131
12124,0,0,Bik,18.931691236992208
12125,0,0,Bcl2l11,614.7220352354474
12140,0,0,Fabp7,NA
12142,0,0,Prdm1,32.80681957944568
12143,6,4+,Blk,NA
12144,5,4+,Blm,176.38960135434752
12145,8,4+,Cxcr5,NA
12151,32,4+,Bmi1,70.60405669179531
12153,0,0,Bmp1,60.189047928039066
12154,0,0,Bmp10,NA
12155,0,0,Bmp15,2.910602598523363
12156,0,0,Bmp2,26.01643211309505
12159,0,0,Bmp4,841.173819040218
12160,0,0,Bmp5,NA
12161,5,4+,Bmp6,13.53766282957842
12162,0,0,Bmp7,17.52055102930408
12163,0,0,Bmp8a,14.143290965473398
12164,14,4+,Bmp8b,37.60197055863052
12165,17,4+,Gdf2,NA
12166,25,4+,Bmpr1a,331.83988866496856
12167,0,0,Bmpr1b,2.880835477218627
12168,0,0,Bmpr2,166.35622378669845
12169,0,0,Bmx,NA
12173,0,0,Bnc1,1.0897130495822216
12175,11,4+,Bnip2,211.27848689699405
12176,0,0,Bnip3,358.32093060298786
12177,0,0,Bnip3l,1250.3363322695643
12180,0,0,Smyd1,29.78279409045443
12181,2,2,Bop1,1197.036465860258
12182,5,4+,Bst1,2.5665400146643265
12183,0,0,Bpgm,157.29043896757096
12189,0,0,Brca1,471.88840485583046
12190,0,0,Brca2,203.06965714855968
12192,0,0,Zfp36l1,1198.2410071140926
12193,27,4+,Zfp36l2,453.1248706635181
12209,0,0,Brs3,NA
12211,0,0,Birc6,734.5377073373862
12212,0,0,Chic1,162.66174734879803
12215,0,0,Bsg,2694.6443716766653
12217,0,0,Bsn,23.359071150685885
12223,0,0,Btc,2.3618896579812274
12224,0,0,Klf5,1506.8281812344635
12226,0,0,Btg1,99.8969624389282
12227,20,4+,Btg2,408.43137191309495
12229,0,0,Btk,NA
12231,0,0,Btn1a1,8.412956889494204
12234,0,0,Btrc,216.41399306651883
12235,0,0,Bub1,180.9750316108032
12236,0,0,Bub1b,406.7275993855306
12237,0,0,Bub3,1821.502634243299
12238,0,0,Commd3,244.1744782404419
12257,0,0,Tspo,187.57217516535644
12258,0,0,Serping1,80.11923369032499
12259,0,0,C1qa,NA
12260,2,2,C1qb,NA
12261,0,0,C1qbp,6070.4177823329765
12262,20,4+,C1qc,NA
12263,10,4+,C2,7.651686896623082
12265,5,4+,Ciita,NA
12266,0,0,C3,NA
12267,7,4+,C3ar1,1.0964108822484304
12268,0,0,C4b,NA
12269,4,4+,C4bp,NA
12270,0,0,C4bp-ps1,NA
12273,0,0,C5ar1,NA
12274,0,0,C6,0.9946545234748444
12279,0,0,C9,NA
12282,7,4+,Hyou1,221.72460774149607
12283,1,1,Cab39,314.6807788627156
12286,6,4+,Cacna1a,509.0759483731696
12287,0,0,Cacna1b,12.913327750724354
12288,0,0,Cacna1c,2.099963466781537
12289,0,0,Cacna1d,1.3081827874755163
12290,9,4+,Cacna1e,0.6172254244161797
12291,7,4+,Cacna1g,1.2840893659847534
12292,0,0,Cacna1s,3.9485279023390056
12293,0,0,Cacna2d1,68.64884387684495
12294,16,4+,Cacna2d3,NA
12295,0,0,Cacnb1,92.98482426936702
12296,0,0,Cacnb2,3.1700166480957375
12297,0,0,Cacnb3,46.643910446697774
12298,1,1,Cacnb4,1.3241913402252143
12299,0,0,Cacng1,NA
12300,16,4+,Cacng2,0.5948129843410824
12301,0,0,Cacybp,4191.568970155989
12304,9,4+,Pdia4,121.36853466777866
12305,0,0,Ddr1,167.26435061907023
12306,0,0,Anxa2,711.849790064167
12307,14,4+,Calb1,13.595337392890396
12308,0,0,Calb2,45.367824527190585
12309,0,0,S100g,1.1425701919419604
12310,0,0,Calca,44.51288557978194
12311,23,4+,Calcr,4.254120181310586
12313,0,0,Calm1,3856.1964805356406
12314,0,0,Calm2,4446.250798518797
12315,7,4+,Calm3,727.8347848623787
12316,0,0,Aspm,311.86943340458765
12317,0,0,Calr,3115.3368610788293
12319,15,4+,Car8,5.597921966958092
12321,19,4+,Calu,590.0934874677237
12322,0,0,Camk2a,53.82687577484506
12323,0,0,Camk2b,72.7251193140669
12325,0,0,Camk2g,127.30807400144064
12326,0,0,Camk4,0.781360655268509
12328,4,4+,Caml,223.05106394689452
12330,1,1,Canx,2918.0704983735277
12331,0,0,Cap1,996.0154096167264
12332,12,4+,Capg,104.51426779226928
12333,32,4+,Capn1,86.3700765400751
12334,0,0,Capn2,142.4705307682765
12335,0,0,Capn3,14.171962255237522
12336,0,0,Capns1,9586.544267623056
12337,0,0,Capn5,29.429352542758732
12338,2,2,Capn6,136.1520069443395
12339,0,0,Capn7,103.88689614138649
12340,5,4+,Capza1,405.52413879135247
12343,20,4+,Capza2,1188.9303715326605
12344,2,2,Capza3,NA
12345,0,0,Capzb,1928.16071028674
12346,0,0,Car1,NA
12348,3,3,Car11,18.826208550957165
12349,0,0,Car2,1312.662067382041
12350,0,0,Car3,63.88694768308721
12351,0,0,Car4,284.7370198997486
12352,11,4+,Car5a,3.542971025196413
12353,9,4+,Car6,5.158304466958732
12354,0,0,Car7,22.138896066466497
12355,9,4+,Nr1i3,1.316122835130778
12359,0,0,Cat,365.5718123203115
12361,0,0,Cask,120.31958410461137
12362,0,0,Casp1,NA
12363,0,0,Casp4,NA
12364,0,0,Casp12,0.9392365482625338
12365,0,0,Casp14,20.87655558265823
12366,0,0,Casp2,533.5619895080283
12367,15,4+,Casp3,336.68764628288835
12368,0,0,Casp6,82.55394954173586
12369,4,4+,Casp7,191.39347785053096
12370,0,0,Casp8,125.96310630357056
12371,18,4+,Casp9,119.53639699427332
12372,5,4+,Casq1,14.592852815755254
12373,0,0,Casq2,4.850974501789943
12374,0,0,Casr,0.9990564337713912
12380,0,0,Cast,143.48025670045422
12385,0,0,Ctnna1,5222.730441252885
12386,0,0,Ctnna2,3.351859208417647
12387,3,3,Ctnnb1,4264.57062156434
12388,0,0,Ctnnd1,1388.5975133748304
12389,28,4+,Cav1,52.9147353789422
12390,12,4+,Cav2,4.927899649651451
12391,2,2,Cav3,NA
12393,0,0,Runx2,5.871586027125864
12394,0,0,Runx1,73.66745569575635
12395,27,4+,Runx1t1,64.14600211029423
12396,7,4+,Cbfa2t2,264.25165799150045
12398,20,4+,Cbfa2t3,18.30079984616267
12399,1,1,Runx3,9.099024496077462
12400,11,4+,Cbfb,2205.9984078845187
12401,0,0,Serpina6,NA
12402,3,3,Cbl,603.2960114905973
12404,28,4+,Cbln1,63.3826129144303
12405,0,0,Cbln2,NA
12406,0,0,Serpinh1,1377.6792800588885
12408,7,4+,Cbr1,129.76749298277122
12409,0,0,Cbr2,2.4260155616749866
12411,0,0,Cbs,35.45308216665963
12412,13,4+,Cbx1,1377.0096140115584
12416,0,0,Cbx2,461.1877032710712
12417,0,0,Cbx3,2097.3146110840175
12418,0,0,Cbx4,31.286237909866667
12419,5,4+,Cbx5,1771.9140614725695
12421,2,2,Rb1cc1,194.24716078941128
12424,0,0,Cck,NA
12425,6,4+,Cckar,NA
12426,1,1,Cckbr,2.29968989073591
12427,0,0,Ccna1,3.825335551710337
12428,0,0,Ccna2,1448.4200387453498
12442,2,2,Ccnb2,1196.7660189608312
12443,0,0,Ccnd1,2068.1640258658967
12444,0,0,Ccnd2,142.9014579950947
12445,12,4+,Ccnd3,689.0528472186261
12447,0,0,Ccne1,1475.3572810627556
12448,42,4+,Ccne2,45.96276225848089
12449,18,4+,Ccnf,1028.7370834587034
12450,5,4+,Ccng1,2726.1419009983697
12452,0,0,Ccng2,68.98869625774628
12453,0,0,Ccni,1197.2721743234138
12454,1,1,Ccnk,932.950811365634
12455,3,3,Ccnt1,565.8284998831344
12457,0,0,Noct,1001.346856264223
12458,0,0,Ccr6,NA
12460,0,0,Ccs,79.57479191524001
12461,1,1,Cct2,3862.3955921948
12462,0,0,Cct3,1763.5719828768883
12464,0,0,Cct4,2969.903915156369
12465,15,4+,Cct5,1151.0090440158726
12466,4,4+,Cct6a,11792.052190645269
12467,0,0,Cct6b,6.843858551946148
12468,9,4+,Cct7,3907.1241811307927
12469,21,4+,Cct8,12445.195828452135
12475,0,0,Cd14,8.279387616352812
12476,6,4+,Cd151,752.708068191772
12477,0,0,Ctla4,NA
12478,4,4+,Cd19,1.8591778118576363
12479,7,4+,Cd1d1,21.653307488321065
12480,0,0,Cd1d2,NA
12481,1,1,Cd2,4.914806686745685
12482,0,0,Ms4a1,NA
12483,1,1,Cd22,3.283984454762269
12484,0,0,Cd24a,1183.9393610269603
12487,0,0,Cd28,13.5840741079064
12488,0,0,Cd2ap,826.8540658358424
12489,5,4+,Cd33,NA
12490,0,0,Cd34,5.376732348140835
12491,0,0,Cd36,NA
12492,8,4+,Scarb2,152.44157263072967
12493,17,4+,Cd37,396.8281772242577
12494,0,0,Cd38,215.62157099419125
12495,0,0,Entpd1,NA
12496,5,4+,Entpd2,3.0710302469649946
12497,3,3,Entpd6,116.62454278334614
12499,16,4+,Entpd5,82.69286412067208
12500,0,0,Cd3d,NA
12501,9,4+,Cd3e,15.742805716114194
12502,0,0,Cd3g,NA
12503,0,0,Cd247,2.384381118534054
12504,3,3,Cd4,1.9273436868116505
12505,0,0,Cd44,144.1661143703909
12506,0,0,Cd48,NA
12507,4,4+,Cd5,NA
12508,0,0,Cd53,4.4238798194550215
12509,0,0,Cd59a,41.86996289263985
12511,0,0,Cd6,2.055492405216348
12512,0,0,Cd63,1477.6235252017673
12514,11,4+,Cd68,61.72193776036881
12515,0,0,Cd69,NA
12516,8,4+,Cd7,NA
12517,0,0,Cd72,NA
12518,0,0,Cd79a,11.354264618202896
12519,4,4+,Cd80,8.833378229236356
12520,13,4+,Cd81,2952.702841363493
12521,0,0,Cd82,2.928199805994934
12522,0,0,Cd83,0.944517817741276
12523,12,4+,Cd84,NA
12524,3,3,Cd86,NA
12525,0,0,Cd8a,1.4398656478542375
12526,0,0,Cd8b1,0.7705299814334003
12527,0,0,Cd9,2762.6731725467153
12530,0,0,Cdc25a,406.4901467028696
12531,0,0,Cdc25b,74.89515093194655
12532,0,0,Cdc25c,57.521653194164635
12534,0,0,Cdk1,5651.838064512431
12537,0,0,Cdk11b,721.3072617468129
12539,24,4+,Cdc37,1073.039552073276
12540,0,0,Cdc42,6655.489801586425
12544,0,0,Cdc45,287.6023160968717
12545,7,4+,Cdc7,117.86496313485335
12549,0,0,Arhgap31,4.188868708971343
12550,0,0,Cdh1,3567.8340745125965
12552,5,4+,Cdh11,10.20548701703797
12554,0,0,Cdh13,6.310216083919149
12555,5,4+,Cdh15,4.087842671847867
12556,0,0,Cdh16,NA
12557,0,0,Cdh17,4.453511268372548
12558,0,0,Cdh2,44.195982488787635
12560,0,0,Cdh3,190.5517824587838
12561,5,4+,Cdh4,19.469913027456908
12562,0,0,Cdh5,NA
12563,16,4+,Cdh6,4.47508161079729
12564,0,0,Cdh8,NA
12565,3,3,Cdh9,1.5597420891630251
12566,0,0,Cdk2,540.3700620600038
12567,4,4+,Cdk4,4118.987169898927
12568,0,0,Cdk5,95.6545448355645
12569,0,0,Cdk5r1,66.7848013152253
12570,36,4+,Cdk5r2,1.9506267132536024
12571,1,1,Cdk6,562.7070675757404
12572,3,3,Cdk7,459.8323461568276
12575,4,4+,Cdkn1a,1130.8420888339151
12576,0,0,Cdkn1b,141.21209729310263
12577,9,4+,Cdkn1c,54.37228735150707
12578,0,0,Cdkn2a,56.546367230772766
12579,0,0,Cdkn2b,27.950311933414
12580,0,0,Cdkn2c,17.952967064535837
12581,0,0,Cdkn2d,81.1110602011001
12583,5,4+,Cdo1,39.29283046943499
12585,0,0,Cdr2,221.4224303054341
12587,8,4+,Mia,14.525434918695986
12589,0,0,Ift81,38.45490995630354
12590,24,4+,Cdx1,92.142861933995
12591,0,0,Cdx2,26.30095000109403
12592,0,0,Cdx4,2.26441185453631
12593,0,0,Cdyl,300.24338660228466
12606,6,4+,Cebpa,10.355334101737784
12607,0,0,Cebpz,487.9927697764008
12608,0,0,Cebpb,258.4431770819738
12609,0,0,Cebpd,33.55402792344736
12611,0,0,Cebpg,190.4514854525571
12613,0,0,Cel,NA
12614,0,0,Celsr1,32.67758169337297
12615,2,2,Cenpa,1946.736341690545
12616,0,0,Cenpb,497.7823204605693
12617,0,0,Cenpc1,150.68062186599505
12622,0,0,Cer1,NA
12623,0,0,Ces1g,NA
12626,1,1,Cetn3,733.1274164118329
12627,6,4+,Cfc1,0.9864268177701236
12628,0,0,Cfh,0.7533745396928124
12630,0,0,Cfi,NA
12631,7,4+,Cfl1,16056.15237656404
12632,0,0,Cfl2,904.7793864087778
12633,1,1,Cflar,70.84824785383715
12638,19,4+,Cftr,NA
12640,0,0,Cga,1.7107740047650977
12642,0,0,Ch25h,NA
12643,9,4+,Chad,3.3571472948129872
12647,0,0,Chat,NA
12648,0,0,Chd1,435.44693573821223
12649,13,4+,Chek1,512.9271327361118
12651,1,1,Chkb,35.28357452408037
12652,0,0,Chga,73.05783464391713
12653,4,4+,Chgb,1.496110181352074
12654,0,0,Chi3l1,NA
12655,0,0,Chil3,NA
12659,0,0,Ovgp1,4.596690195679169
12660,0,0,Chka,633.1468901451118
12661,0,0,Chl1,2.9729739103791477
12662,0,0,Chm,127.394586458892
12663,0,0,Chml,40.37959166367366
12667,0,0,Chrd,43.97029950025211
12669,6,4+,Chrm1,NA
12671,0,0,Chrm3,12.093683565760388
12675,0,0,Chuk,233.63912372125287
12677,0,0,Vsx2,1.0412477069056232
12683,7,4+,Cidea,6.818316513103491
12684,10,4+,Cideb,6.594786182143865
12686,0,0,Elovl3,NA
12695,0,0,Patj,75.50527102636553
12696,20,4+,Cirbp,279.5795463997597
12700,0,0,Cish,20.976800589751033
12702,13,4+,Socs3,244.53918852871055
12703,0,0,Socs1,339.738541349679
12704,0,0,Cit,202.3294274545794
12705,0,0,Cited1,160.81490000449236
12709,14,4+,Ckb,1057.9717362824142
12715,20,4+,Ckm,0.8331699401683268
12716,0,0,Ckmt1,61.732007810235885
12721,0,0,Coro1a,15.918345329292055
12722,0,0,Clca3a1,0.5662898880001643
12723,8,4+,Clcn1,0.8435201596036779
12724,0,0,Clcn2,19.781152860492583
12725,0,0,Clcn3,339.4946918317447
12727,0,0,Clcn4,69.107037581791
12728,0,0,Clcn5,277.19513627999794
12729,0,0,Clns1a,1290.1102629203713
12733,7,4+,Clcnka,4.4502717051478395
12737,0,0,Cldn1,1.9316023848779111
12738,0,0,Cldn2,3.332355931717844
12739,12,4+,Cldn3,45.129883569426646
12740,17,4+,Cldn4,490.0863597239615
12741,0,0,Cldn5,2.094949757854565
12745,3,3,Clgn,62.80707693827976
12747,0,0,Clk1,344.6316539301963
12748,0,0,Clk2,385.0959023177807
12750,0,0,Clk4,182.1040952138283
12751,0,0,Tpp1,401.70435040864373
12752,14,4+,Cln3,217.4027078028734
12753,0,0,Clock,70.26668173966135
12757,4,4+,Clta,1042.9215362428515
12759,2,2,Clu,257.3147557056594
12763,0,0,Cmah,1.087053713148382
12764,6,4+,Cmas,1335.4699551965762
12765,0,0,Cxcr2,1.2064782492069233
12766,10,4+,Cxcr3,NA
12767,0,0,Cxcr4,3.8644308857016263
12768,0,0,Ccr1,NA
12769,1,1,Ccr9,NA
12771,0,0,Ccr3,NA
12772,0,0,Ccr2,NA
12773,0,0,Ccr4,7.329710671804041
12774,0,0,Ccr5,NA
12775,1,1,Ccr7,0.7005282467253704
12776,0,0,Ccr8,NA
12777,0,0,Ccr10,NA
12778,4,4+,Ackr3,3.656024232507405
12780,1,1,Abcc2,4.336585253610532
12785,7,4+,Cnbp,2066.188052216292
12788,0,0,Cnga1,NA
12789,0,0,Cnga2,NA
12790,0,0,Cnga3,48.74425691636072
12793,0,0,Cnih1,1181.2918634771563
12794,29,4+,Cnih2,75.9711250037801
12795,0,0,Plk3,82.21801006554757
12796,4,4+,Camp,NA
12797,0,0,Cnn1,218.69511437415267
12798,17,4+,Cnn2,868.1185475824265
12799,0,0,Cnp,97.26417310815334
12801,31,4+,Cnr1,4.134710960338475
12802,4,4+,Cnr2,NA
12803,0,0,Cntf,18.8419239611183
12804,35,4+,Cntfr,336.487833124851
12805,0,0,Cntn1,2.724934496071929
12807,0,0,Hps3,97.59558199703288
12808,3,3,Cobl,259.41867653237625
12810,0,0,Coch,90.46456659514686
12812,3,3,Coil,65.50671054125954
12813,0,0,Col10a1,NA
12814,0,0,Col11a1,18.53793182535857
12815,1,1,Col11a2,1.2715333626856773
12816,0,0,Col12a1,45.89826518155118
12817,0,0,Col13a1,23.469843720536268
12818,0,0,Col14a1,9.40999745191228
12819,18,4+,Col15a1,2.0669180132512106
12821,1,1,Col17a1,5.604220107034431
12822,0,0,Col18a1,408.3064062995683
12823,0,0,Col19a1,NA
12824,10,4+,Col2a1,55.985356765284955
12825,0,0,Col3a1,40.91260343390976
12826,0,0,Col4a1,370.3243978785867
12827,0,0,Col4a2,375.5332317985655
12828,0,0,Col4a3,NA
12829,0,0,Col4a4,NA
12830,0,0,Col4a5,9.175589096474097
12831,18,4+,Col5a1,228.14546342624445
12832,0,0,Col5a2,11.201498495019331
12833,0,0,Col6a1,12.861597514168665
12834,10,4+,Col6a2,29.15684766587111
12835,7,4+,Col6a3,0.8138793021459341
12836,5,4+,Col7a1,30.631071785826236
12837,0,0,Col8a1,8.256853048166187
12839,3,3,Col9a1,5.554675314987871
12840,0,0,Col9a2,111.18263484826166
12841,6,4+,Col9a3,5.9969866584629345
12842,29,4+,Col1a1,363.323419744854
12843,17,4+,Col1a2,61.65010028982496
12845,53,4+,Comp,1.393440409958728
12846,13,4+,Comt,133.64235587113876
12847,0,0,Copa,1323.1875940973737
12848,0,0,Cops2,878.8236429576007
12850,0,0,Coq7,611.7904092243755
12854,0,0,Cort,6.485140122001173
12856,0,0,Cox17,904.6585652536484
12857,0,0,Cox4i1,2515.9933561455146
12858,0,0,Cox5a,3529.210798011738
12859,0,0,Cox5b,533.0713911484277
12861,9,4+,Cox6a1,1687.1336821918946
12862,0,0,Cox6a2,1.2838130070249032
12864,10,4+,Cox6c,3229.096965961591
12865,2,2,Cox7a1,23.866935700159083
12866,0,0,Cox7a2,608.6005360540056
12867,0,0,Cox7c,4786.590275613186
12868,12,4+,Cox8a,4938.895103656309
12869,0,0,Cox8b,NA
12870,0,0,Cp,NA
12873,0,0,Cpa3,NA
12874,2,2,Cpd,139.4233444985127
12876,0,0,Cpe,110.17148188908553
12877,2,2,Cpeb1,30.91922427920854
12879,23,4+,Cys1,NA
12889,0,0,Cplx1,11.850114476216556
12890,0,0,Cplx2,8.72053487442925
12891,0,0,Cpne6,NA
12892,0,0,Cpox,155.42277281139872
12894,10,4+,Cpt1a,208.345328050287
12895,0,0,Cpt1b,3.256161315336884
12896,0,0,Cpt2,71.97984836115208
12902,0,0,Cr2,NA
12903,14,4+,Crabp1,148.95014686422996
12904,6,4+,Crabp2,114.19571234690888
12905,0,0,Cradd,31.005292255636
12908,0,0,Crat,23.011992044945483
12909,9,4+,Crcp,66.93070509944069
12912,0,0,Creb1,245.1159004690453
12913,19,4+,Creb3,97.27357829395396
12914,7,4+,Crebbp,372.0334531196241
12915,0,0,Atf6b,139.59021934720835
12916,21,4+,Crem,55.169734026465726
12918,0,0,Crh,NA
12919,0,0,Crhbp,1.246066703743672
12921,0,0,Crhr1,NA
12922,0,0,Crhr2,0.9463221161872916
12925,0,0,Crip1,263.66668738180397
12927,7,4+,Bcar1,346.57244958946836
12928,8,4+,Crk,777.0574625022654
12929,11,4+,Crkl,1004.4904559134334
12931,8,4+,Crlf1,23.38021693521751
12933,6,4+,Crmp1,296.65682063466244
12934,0,0,Dpysl2,246.98221022134587
12936,0,0,Pcdha4,NA
12937,0,0,Pcdha6,NA
12939,0,0,Pcdha7,NA
12941,0,0,Pcdha5,NA
12942,0,0,Pcdha11,NA
12943,0,0,Pcdha10,NA
12944,0,0,Crp,NA
12945,0,0,Dmbt1,4.733769670320987
12946,0,0,Cr1l,161.45926119797917
12950,0,0,Hapln1,5.102131272408282
12951,7,4+,Crx,NA
12952,0,0,Cry1,376.32842410258047
12953,2,2,Cry2,33.84337944930213
12954,0,0,Cryaa,NA
12955,7,4+,Cryab,2018.8940676931013
12957,6,4+,Cryba1,NA
12958,20,4+,Cryba2,NA
12959,0,0,Cryba4,NA
12960,6,4+,Crybb1,NA
12961,0,0,Crybb2,NA
12962,0,0,Crybb3,2.3722593777172594
12964,3,3,Cryga,5.943144246924389
12965,1,1,Crygb,NA
12966,0,0,Crygc,2.032310385578987
12967,0,0,Crygd,19.317182690400024
12968,9,4+,Cryge,1.7399467999786884
12969,0,0,Crygf,NA
12970,0,0,Crygs,1.4597977960158102
12971,0,0,Crym,13.61257657210689
12972,0,0,Cryz,87.87936529081996
12974,0,0,Cs,1510.2718703501446
12977,9,4+,Csf1,334.19519158183016
12978,1,1,Csf1r,4.219433253723216
12981,5,4+,Csf2,NA
12982,0,0,Csf2ra,155.74906264817008
12983,0,0,Csf2rb,NA
12984,5,4+,Csf2rb2,NA
12985,12,4+,Csf3,NA
12986,0,0,Csf3r,NA
12988,3,3,Csk,678.2678158589712
12990,0,0,Csn1s1,1.3473124210991696
12991,0,0,Csn2,NA
12992,0,0,Csn1s2b,NA
12993,0,0,Csn1s2a,NA
12994,0,0,Csn3,107.52371148487084
12995,2,2,Csnk2a1,4469.7994764523455
13000,2,2,Csnk2a2,1498.4405550095655
13001,7,4+,Csnk2b,1060.4127020824278
